"feature","coefficient"
"modelQ4 e-tron 50 Premium Plus",-165.572869369106
"engine4.6 Liter",164.283664528519
"engine505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel",-163.563800514236
"model840 Gran Coupe i xDrive",-157.445162824825
"modelRX 350 RX 350 F SPORT Handling",-153.696895771759
"ext_col.White",-152.05842866066
"engine385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability",151.743692664678
"modelA8 L 55",-150.890747438485
"int_col.Medium Earth Gray",149.214624203873
"engine400.0HP 6.7L 8 Cylinder Engine Diesel Fuel",-141.465040607464
"engine355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",-137.481024408485
"transmission.7-Speed A/T",137.245539189071
"transmission_grp.7-Speed A/T",137.176542952539
"modelMDX w/Technology Package",-133.542793533199
"ext_col.Ibis White",132.254512084494
"modelModel S P100D",128.706734930465
"modelTLX Type S w/Performance Tire",-126.632138763105
"engine3.0 Liter Turbo",125.891176313125
"ext_col.Atomic Silver",124.009159606616
"engine381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability",122.721683038139
"modelGrand Caravan SE",122.521975763908
"modelGladiator Overland",121.106671566695
"model740e xDrive iPerformance",-120.115693453592
"engine322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",-119.962177740435
"modelDurango SRT",-113.416638945116
"modelRover Range Rover Sport Supercharged Dynamic",-112.541120475983
"transmission.6-Speed Automatic with Auto-Shift",-110.870799811997
"modelTransit-350 XL",-110.500048320214
"modelRover Range Rover Sport 5.0L Supercharged Dynamic",-110.080977595001
"modelAvalanche LTZ",106.959964973322
"modelRC F Base",-106.343617067365
"engine467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel",-106.332706169054
"model2500 Tradesman",-103.070902041116
"ext_col.Purple",-102.62308542784
"modelSavana 2500 Work Van",-99.4853046508291
"model3500 SLT",96.8280715324206
"ext_col.Firenze Red",96.6260400529902
"engineI4",96.0060401385525
"modelRover Range Rover Velar R-Dynamic S",95.7879803429939
"ext_col.Majestic Black Pearl",-89.2495018924791
"modelGolf R 20th Anniversary Edition",87.4252466425958
"engineElectric",-70.3413559751487
"engine310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel",63.6946712038395
"modelSierra 1500 Limited Elevation",63.6730696933672
"engine2.0L I4 16V GDI DOHC Turbo",-60.9543947523357
"engine3.5 Liter SOHC",60.2209144979683
"engine3.0 Liter Twin Turbo",59.9620200013109
"modelWrangler Unlimited Rubicon",-59.4303795165353
"int_col.Silver",56.7584775967448
"modelCT6 Luxury",56.5972131719453
"engine315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",-52.0807185710473
"ext_col.Delmonico Red Pearlcoat",51.8524891659444
"modelBronco Big Bend Advanced",51.1028111494734
"modelM6 Base",50.4437189540846
"model911 Carrera S Cabriolet",-49.0443558938925
"engine3.8L H6 24V MPFI DOHC",-49.0042507047586
"modelGolf GTI 2.0T Autobahn",47.7249065857543
"engine556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",47.6829104228851
"engine3.5 Liter DOHC",46.4988081985452
"engine518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel",45.9485116948503
"modelCX-9 Touring Plus",-45.4708362198977
"engine349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",44.4912752598414
"model911 Carrera Cabriolet",43.5147034737511
"ext_col.Green",-36.7780957970755
"engine395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid",-30.8024527168699
"fuel_grp.Gasoline",-29.8874154515088
"engine567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability",-29.8754784630918
"fuel_type.Gasoline",-29.8343591952049
"modelAMG GLE AMG GLE 63 S-Model 4MATIC",29.6947075659042
"modelModel S 100D",-26.6389925071985
"engine5.3L V8 16V GDI OHV",-24.5602173601142
"engine385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",18.6624211104118
"ext_col.Garnet Red Metallic",17.9740059830134
"modelXT6 Sport AWD",17.7757832689908
"modelRover Range Rover 3.0L Supercharged",-15.8847936636112
"engine335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",14.5336317440448
"modelS-Class S 63 AMG",12.47548846494
"modelF-150 Lariat",12.1667055652997
"engine577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel",-9.72919012581596
"engine261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas",8.68097044077468
"model911 Carrera C2S",8.61598464282482
"modelSorento Plug-In Hybrid SX Prestige",8.564228226855
"modelRC 350 F Sport",7.59141389140737
"modelRover Range Rover Sport SVR",4.84763450919585
"fuel_type.Plug-In Hybrid",1.22733745135855
"mileage",-0.0571098443058588
"brandSaab",0
"model124 Spider Abarth",0
"model300 Base",0
"model300M Base",0
"model300ZX Base",0
"model350Z NISMO",0
"model428 i xDrive",0
"model4Runner Limited Nightshade",0
"model4Runner Venture",0
"model525 i",0
"model530 i",0
"model718 Cayman S",0
"model750 iL",0
"model9-3 Aero",0
"model9-3 SE",0
"model911 Carrera C4S",0
"modelA4 2.0T Premium Plus quattro",0
"modelA4 2.0T Titanium Premium",0
"modelA4 3.2 Premium Plus quattro",0
"modelA6 2.0T Sport",0
"modelA6 3.0 TDI Premium Plus",0
"modelA6 55 Prestige",0
"modelAcadia SLT-2",0
"modelAccord Crosstour EX-L",0
"modelAccord EX-L 2.0T",0
"modelAMG GLA 45 Base 4MATIC",0
"modelAMG GLE 63 S Coupe 4MATIC",0
"modelArmada SV",0
"modelArteon 2.0T SEL R-Line",0
"modelAtlas 3.6L SEL Premium R-Line",0
"modelBentayga S",0
"modelBentayga W12 Signature",0
"modelBlazer Premier",0
"modelBoxster GTS",0
"modelBoxster RS 60 Spyder",0
"modelBronco Badlands",0
"modelBronco Big Bend",0
"modelC-Class C 250 Sport",0
"modelChallenger GT",0
"modelChallenger SE",0
"modelCharger SE",0
"modelCharger SRT Hellcat Widebody",0
"modelClarity Plug-In Hybrid Base",0
"modelCLS-Class CLS500",0
"modelCompass Trailhawk",0
"modelConvertible John Cooper Works",0
"modelCorolla Hybrid LE",0
"modelCorvette Stingray Z51",0
"modelCR-V EX-L",0
"modelCR-V LX",0
"modelCR-V Touring",0
"modelCrosstrek Premium",0
"modelCruze LT Automatic",0
"modelCT 200h Base",0
"modelCT5-V V-Series",0
"modelCTS 3.6L Premium",0
"modelCTS 3.6L Premium Luxury",0
"modelCTS Base",0
"modelCX-30 Select",0
"modelCX-90 Premium",0
"modelDakota SLT",0
"modelDTS Luxury",0
"modelE-Class 400E",0
"modelE-Class D 2.5 Turbo",0
"modelE-Class E 400 4MATIC",0
"modelE-Class E 450 4MATIC",0
"modelE-PACE 300 Sport",0
"modelE-PACE S",0
"modelE250 Cargo",0
"modelElantra GLS",0
"modelEnclave Essence",0
"modelEncore Preferred",0
"modelEvora 2+2",0
"modelExpedition EL King Ranch",0
"modelExplorer Timberline",0
"modelExpress 3500 LT",0
"modelF-150 Heritage XL SuperCab Flareside",0
"modelF-150 Lightning LARIAT",0
"modelF-150 Lightning XLT",0
"modelF-150 Tremor",0
"modelF-350 King Ranch",0
"modelF-TYPE S British Design Edition",0
"modelF12berlinetta Base",0
"modelFF Base",0
"modelFlex Limited",0
"modelFlying Spur V8",0
"modelForester 2.5i Limited",0
"modelFR-S Monogram",0
"modelG37 Journey",0
"modelG37 S Sport",0
"modelG37 Sport",0
"modelG8 GT",0
"modelG80 3.3T Sport",0
"modelG90 3.3T Premium",0
"modelGallardo Base",0
"modelGallardo LP550-2",0
"modelGenesis Coupe 2.0T R-Spec",0
"modelGLE 450 GLE 450",0
"modelGLS 450 Base",0
"modelGR Corolla Circuit Edition",0
"modelGranTurismo MC",0
"modelGV70 2.5T",0
"modeli3 Base",0
"modelID.4 Pro S",0
"modelILX 2.4L",0
"modelImpala 2LZ",0
"modelImpreza Premium",0
"modelIntegra LS",0
"modelIONIQ 5 SE",0
"modelIONIQ Plug-In Hybrid SEL",0
"modelJetta SportWagen SE",0
"modelJuke NISMO RS",0
"modelKicks S",0
"modelLancer Evolution Base",0
"modelLancer GTS",0
"modelLegacy 2.5 GT spec.B",0
"modelLevante Modena",0
"modelLiberty Limited",0
"modelLS V8",0
"modelLX 600 Premium",0
"modelM2 CS",0
"modelM850 i xDrive",0
"modelMagnum Base",0
"modelMaxima SL",0
"modelMaybach S S 600",0
"modelMazda3 Touring",0
"modelMazdaSpeed3 Grand Touring",0
"modelModel 3",0
"modelModel 3 Standard Range",0
"modelModel S Long Range Plus",0
"modelModel X 100D",0
"modelModel X P90D",0
"modelModel X Plaid",0
"modelMustang Mach-E California Route 1",0
"modelMustang Mach-E Select",0
"modelMX-5 Miata Club",0
"modelNiro Plug-In Hybrid EX",0
"modelNiro Plug-In Hybrid EX Premium",0
"modelNX 350 F SPORT Handling",0
"modelOptima Hybrid LX",0
"modelOptima SX Turbo",0
"modelOutback 3.6R Limited",0
"modelOutback 3.6R Touring",0
"modelPacifica Hybrid Touring L",0
"modelPanamera Platinum Edition",0
"modelPilot Elite",0
"modelPrelude Type SH",0
"modelPrius Touring",0
"modelPrius Two",0
"modelProtege DX",0
"modelQ5 2.0T Premium",0
"modelQ7 3.0T Premium",0
"modelQ8 55 Premium",0
"modelQuattroporte S GranLusso",0
"modelQuattroporte S Q4 GranLusso",0
"modelQuest SL",0
"modelQX30 Premium",0
"modelQX60 AUTOGRAPH",0
"modelR8 4.2 quattro Spyder",0
"modelR8 5.2 quattro Spyder",0
"modelR8 Base",0
"modelRam 1500 Laramie Mega Cab",0
"modelRam 3500 Quad Cab DRW",0
"modelRam Van 1500",0
"modelRDX",0
"modelRDX Advance Package",0
"modelRDX PMC Edition",0
"modelRLX Advance Package",0
"modelRogue SV",0
"modelRover Defender",0
"modelRover Defender V8",0
"modelRover Discovery S",0
"modelRover Discovery Sport S R-Dynamic",0
"modelRover Range Rover Evoque Base",0
"modelRover Range Rover Evoque HSE Dynamic",0
"modelRover Range Rover P400 SE LWB 7 Seat",0
"modelRover Range Rover P530 SE",0
"modelRover Range Rover Sport 3.0 Supercharged HST",0
"modelRover Range Rover Sport P400 SE Dynamic",0
"modelRover Range Rover Velar P380 SE R-Dynamic",0
"modelRS 4 4.2 quattro L",0
"modelRS 7 4.0T quattro",0
"modelRX-8 R3",0
"modelRX-8 Sport",0
"modelS-10 LS",0
"modelS2000 Base",0
"modelS4 4.2 quattro",0
"modelS5 3.0 Premium Plus",0
"modelS5 4.2 Premium Plus",0
"modelS6 4.0T Prestige",0
"modelS60 R",0
"modelSanta Fe SEL Plus 2.4",0
"modelSC 300 Base",0
"modelSienna XSE 25th Anniversary",0
"modelSierra 1500 AT4",0
"modelSilverado 1500 1LZ",0
"modelSilverado 1500 High Country",0
"modelSilverado 1500 LT Extended Cab",0
"modelSilverado 1500 LTZ",0
"modelSorento S",0
"modelSportage S",0
"modelSQ5 3.0T Premium",0
"modelSTS V6",0
"modelTahoe High Country",0
"modeltC Anniversary Edition",0
"modeltC Base",0
"modeltC Release Series 6.0",0
"modelTelluride LX",0
"modelTerrain Denali",0
"modelTitan SE",0
"modelTown & Country LX",0
"modelTrailblazer LT",0
"modelTrax LS",0
"modelTundra Grade",0
"modelTundra Hybrid Capstone",0
"modelTundra Hybrid Limited",0
"modelV60 Cross Country T5",0
"modelVenza XLE",0
"modelVersa 1.6 SL",0
"modelWrangler Rubicon Hard Rock",0
"modelX5 3.0si",0
"modelX6 xDrive35i",0
"modelX7 xDrive50i",0
"modelXC40 T5 Momentum",0
"modelXC60 3.2",0
"modelXC90 3.2 Premier Plus",0
"modelXLR Base",0
"modelXterra Pro-4X",0
"modelXTS Premium",0
"modelYaris Base",0
"modelYaris L",0
"modelZ4 2.5i",0
"engine1.3L I3 12V MPFI DOHC Turbo",0
"engine1.6L I4 16V MPFI DOHC",0
"engine106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel",0
"engine109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",0
"engine115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",0
"engine120.0HP 2.2L 4 Cylinder Engine Flex Fuel Capability",0
"engine121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid",0
"engine138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0
"engine139.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas",0
"engine150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel",0
"engine153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel",0
"engine161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel",0
"engine164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel",0
"engine170.0HP 3.3L V6 Cylinder Engine Gasoline Fuel",0
"engine180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas",0
"engine180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",0
"engine192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel",0
"engine192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",0
"engine193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",0
"engine2.4 Liter",0
"engine2.5L",0
"engine2.7L I4 16V GDI DOHC Turbo",0
"engine200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel",0
"engine205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0
"engine208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability",0
"engine212.0HP 1.3L Rotary engine Gasoline Fuel",0
"engine212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas",0
"engine215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel",0
"engine215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel",0
"engine225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability",0
"engine227.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0
"engine240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel",0
"engine243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel",0
"engine245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid",0
"engine245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel",0
"engine252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel",0
"engine255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0
"engine256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel",0
"engine260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0
"engine260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0
"engine260.0HP 6.6L 8 Cylinder Engine Diesel Fuel",0
"engine263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel",0
"engine265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel",0
"engine271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0
"engine271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel",0
"engine273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",0
"engine275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel",0
"engine278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel",0
"engine280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel",0
"engine285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel",0
"engine290.0HP Electric Motor Electric Fuel System",0
"engine296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid",0
"engine2L H-4 gasoline direct injection, DOHC, variable valve control,",0
"engine3.0 Liter GTDI",0
"engine3.2L H6 24V MPFI DOHC",0
"engine3.4L H6 24V MPFI DOHC",0
"engine3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont",0
"engine3.6 Liter SIDI DOHC",0
"engine3.6L V6 24V MPFI DOHC Hybrid",0
"engine300.0HP 1.6L 3 Cylinder Engine Gasoline Fuel",0
"engine300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel",0
"engine301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel",0
"engine303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel",0
"engine305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel",0
"engine305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",0
"engine306.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0
"engine317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability",0
"engine320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel",0
"engine320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",0
"engine321.0HP Electric Motor Electric Fuel System",0
"engine324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability",0
"engine325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel",0
"engine326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel",0
"engine348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0
"engine354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel",0
"engine355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",0
"engine366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",0
"engine375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",0
"engine375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas",0
"engine375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel",0
"engine380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel",0
"engine395.0HP 6.0L 8 Cylinder Engine Gasoline Fuel",0
"engine4.2L V8 32V GDI DOHC",0
"engine4.4 Liter GDI DOHC Twin Turbo",0
"engine402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel",0
"engine405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel",0
"engine405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel",0
"engine444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel",0
"engine460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",0
"engine471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel",0
"engine4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v",0
"engine4L V-6 DOHC, VVT-i variable valve control, engine with 270HP",0
"engine5.0L 8 Cylinder",0
"engine518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",0
"engine523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel",0
"engine525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel",0
"engine540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel",0
"engine557.0HP Electric Motor Electric Fuel System",0
"engine563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel",0
"engine563.0HP Electric Motor Electric Fuel System",0
"engine591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid",0
"engine6.0L V8 16V MPFI OHV",0
"engine6.3L V12 48V GDI DOHC",0
"engine601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel",0
"engine616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel",0
"engine616.0HP Electric Motor Electric Fuel System",0
"engine640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel",0
"engine640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel",0
"engine650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel",0
"engine651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel",0
"engine691.0HP Electric Motor Electric Fuel System",0
"engine76.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid",0
"engineBattery Electric",0
"engineStandard Range Battery",0
"transmission.6-Speed Electronically Controlled Automatic with O",0
"transmission.6 Speed Mt",0
"transmission.7-Speed DCT Automatic",0
"transmission.8-SPEED AT",0
"transmission.CVT-F",0
"transmission.Manual, 6-Spd",0
"ext_col.Anodized Blue Metallic",0
"ext_col.Aventurine Green Metallic",0
"ext_col.Blueprint",0
"ext_col.Cajun Red Tintcoat",0
"ext_col.Carbonized Gray Metallic",0
"ext_col.Caspian Blue",0
"ext_col.Crystal Black",0
"ext_col.Crystal White Pearl",0
"ext_col.Dark Moon Blue Metallic",0
"ext_col.Daytona Gray",0
"ext_col.Electric Blue Metallic",0
"ext_col.Firenze Red Metallic",0
"ext_col.GT SILVER",0
"ext_col.Horizon Blue",0
"ext_col.Kinetic Blue",0
"ext_col.Lunar Rock",0
"ext_col.Magnetic Gray Clearcoat",0
"ext_col.MANUFAKTUR Diamond White Bright",0
"ext_col.Maximum Steel Metallic",0
"ext_col.Mountain Air Metallic",0
"ext_col.Nero Daytona",0
"ext_col.Orca Black Metallic",0
"ext_col.Pacific Blue Metallic",0
"ext_col.Phantom Black Pearl Effect / Black Roof",0
"ext_col.Quartzite Grey Metallic",0
"ext_col.Red Multi",0
"ext_col.Red Obsession",0
"ext_col.Red Quartz Tintcoat",0
"ext_col.Redline Red",0
"ext_col.Remington Red Metallic",0
"ext_col.Selenite Grey Metallic",0
"ext_col.Shimmering Silver",0
"ext_col.Shoreline Blue Pearl",0
"ext_col.Silician Yellow",0
"ext_col.Super Black",0
"ext_col.White Diamond Tri-Coat",0
"ext_col.White Frost Tri-Coat",0
